"datasetName","decimalLongitude","decimalLatitude","depth","scientificName"
"obis",-81.6951666,24.4849,7,"Halichoeres poeyi"
"obis",-80.37247,25.02295,2.7,"Halichoeres poeyi"
"obis",-81.3936,24.564383,8.2,"Halichoeres poeyi"
"obis",-81.38137,24.55674,5.8,"Halichoeres poeyi"
"obis",-80.31441,25.0923,8.1,"Halichoeres poeyi"
"obis",-81.66127,24.49498,1.4,"Halichoeres poeyi"
"obis",-80.9346333,24.6973667,5.2,"Halichoeres poeyi"
"obis",-81.7716999,24.4820834,6.4,"Halichoeres poeyi"
"obis",-82.83385,24.63073,9.5,"Halichoeres poeyi"
"obis",-81.0205,24.6542333,5.3,"Halichoeres poeyi"
"obis",-80.4992666,24.9397001,6.4,"Halichoeres poeyi"
"obis",-81.8456667,24.4574833,11.3,"Halichoeres poeyi"
"obis",-81.8294833,24.4750667,5.3,"Halichoeres poeyi"
"obis",-80.37249,25.01472,5.4,"Halichoeres poeyi"
"obis",-80.7799667,24.7532,7.3,"Halichoeres poeyi"
"obis",-80.1589666,25.3646333,7.3,"Halichoeres poeyi"
"obis",-80.32085,25.0980833,4.7,"Halichoeres poeyi"
"obis",-80.2409667,25.1674,14.6,"Halichoeres poeyi"
"obis",-80.7563166,24.7624167,10.1,"Halichoeres poeyi"
"obis",-80.11895,25.67501,7.6,"Halichoeres poeyi"
"obis",-80.2504832,25.1878,5.5,"Halichoeres poeyi"
"obis",-80.75545,24.7653667,4.7,"Halichoeres poeyi"
"obis",-81.2565667,24.5912833,8.1,"Halichoeres poeyi"
"obis",-81.4423,24.5786667,7.3,"Halichoeres poeyi"
"obis",-81.7256166,24.47965,8.7,"Halichoeres poeyi"
"obis",-80.29414,25.12408,9.6,"Halichoeres poeyi"
"obis",-80.5798,24.88081,7.6,"Halichoeres poeyi"
"obis",-82.95716,24.60119,12.5,"Halichoeres poeyi"
"obis",-81.86329,24.45707,7.8,"Halichoeres poeyi"
"obis",-79.8321861111111,15.8342114,3.3,"Halichoeres poeyi"
"obis",-81.5654,24.51075,7,"Halichoeres poeyi"
"obis",-80.11495,25.55555,5.9,"Halichoeres poeyi"
"obis",-80.0918,25.74925,13.9,"Halichoeres poeyi"
"obis",-80.20908,25.27622,4,"Halichoeres poeyi"
"obis",-80.74985,24.76784,7.5,"Halichoeres poeyi"
"obis",-80.93435,24.6969833,3.8,"Halichoeres poeyi"
"obis",-80.1151999,25.4782167,4.6,"Halichoeres poeyi"
"obis",-80.2668333,25.1420667,6.4,"Halichoeres poeyi"
"obis",-80.6229667,24.8492333,2.7,"Halichoeres poeyi"
"obis",-81.4437,24.5524167,6.3,"Halichoeres poeyi"
"obis",-80.263,25.1494833,13.6,"Halichoeres poeyi"
"obis",-81.8882167,24.4800667,4.4,"Halichoeres poeyi"
"obis",-80.62275,24.84915,2.7,"Halichoeres poeyi"
"obis",-80.4525166,24.9872,3.7,"Halichoeres poeyi"
"obis",-80.31921,25.09287,6.1,"Halichoeres poeyi"
"obis",-80.2481667,25.185,3.8,"Halichoeres poeyi"
"obis",-81.63075,24.503383,2,"Halichoeres poeyi"
"obis",-83.08852,24.63803,16.2,"Halichoeres poeyi"
"obis",-80.1552765,25.3541755,7.8,"Halichoeres poeyi"
"obis",-64.60917,17.785,15,"Halichoeres poeyi"
"obis",-80.2557833,25.1925,3.5,"Halichoeres poeyi"
"obis",-80.9692833,24.68115,6.9,"Halichoeres poeyi"
"obis",-81.47545,24.5370667,8.7,"Halichoeres poeyi"
"obis",-80.1367,25.49108,6.2,"Halichoeres poeyi"
"obis",-82.81061,24.63467,6.6,"Halichoeres poeyi"
"obis",-80.5925499,24.8799167,4.9,"Halichoeres poeyi"
"obis",-82.87792,24.59478,6.9,"Halichoeres poeyi"
"obis",-80.5571833,24.8932833,10.7,"Halichoeres poeyi"
"obis",-80.6681667,24.8231,8.4,"Halichoeres poeyi"
"obis",-81.50892,24.55885,6.6,"Halichoeres poeyi"
"obis",-80.29872,25.12507,6.9,"Halichoeres poeyi"
"obis",-80.9141333,24.6953833,10.1,"Halichoeres poeyi"
"obis",-81.8881333,24.48045,4.1,"Halichoeres poeyi"
"obis",-81.4781166,24.55945,8.1,"Halichoeres poeyi"
"obis",-81.7027833,24.4858833,6.3,"Halichoeres poeyi"
"obis",-80.35984,25.0602,3.2,"Halichoeres poeyi"
"obis",-82.895083,24.590067,6.9,"Halichoeres poeyi"
"obis",-81.6556167,24.4935833,7.2,"Halichoeres poeyi"
"obis",-80.3999333,25.02155,4.1,"Halichoeres poeyi"
"obis",-81.6820167,24.4902167,9.1,"Halichoeres poeyi"
"obis",-81.5681666,24.5105334,5.2,"Halichoeres poeyi"
"obis",-81.5757,24.5250167,4.7,"Halichoeres poeyi"
"obis",-82.80365,24.63545,6.7,"Halichoeres poeyi"
"obis",-82.8886333,24.67335,5.3,"Halichoeres poeyi"
"obis",-81.0173,24.6541,7.5,"Halichoeres poeyi"
"obis",-80.5548333,24.8929333,11.3,"Halichoeres poeyi"
"obis",-81.5237333,24.52975,3.8,"Halichoeres poeyi"
"obis",-81.6092333,24.5074333,7,"Halichoeres poeyi"
"obis",-81.5597666,24.51335,8.5,"Halichoeres poeyi"
"obis",-80.1329,25.4639,5.7,"Halichoeres poeyi"
"obis",-80.2776332,25.12685,11.6,"Halichoeres poeyi"
"obis",-81.4135,24.55905,6.1,"Halichoeres poeyi"
"obis",-80.9575,24.6981667,5.3,"Halichoeres poeyi"
"obis",-81.5130833,24.5233833,7.5,"Halichoeres poeyi"
"obis",-80.3759333,25.02765,8.1,"Halichoeres poeyi"
"obis",-80.9524333,24.69225,5.3,"Halichoeres poeyi"
"obis",-83.1017667,24.6342833,23.3,"Halichoeres poeyi"
"obis",-80.3042167,25.1132333,5.5,"Halichoeres poeyi"
"obis",-80.5997,24.86202,4.9,"Halichoeres poeyi"
"obis",-81.3902,24.5668333,7,"Halichoeres poeyi"
"obis",-81.43809,24.57931,8.4,"Halichoeres poeyi"
"obis",-80.4662166,24.9495501,6.1,"Halichoeres poeyi"
"obis",-83.0620833,24.6156,14.6,"Halichoeres poeyi"
"obis",-81.39559,24.56537,8.2,"Halichoeres poeyi"
"obis",-81.98692,24.46417,7,"Halichoeres poeyi"
"obis",-80.350017,25.03875,3.1,"Halichoeres poeyi"
"obis",-80.43197,24.99224,5.3,"Halichoeres poeyi"
"obis",-81.1677999,24.6109167,9.3,"Halichoeres poeyi"
"obis",-81.65827,24.49521,6.3,"Halichoeres poeyi"
"obis",-80.37708,25.01234,3.1,"Halichoeres poeyi"
"obis",-80.2618332,25.1489167,5.8,"Halichoeres poeyi"
"obis",-80.7559166,24.7642167,7.8,"Halichoeres poeyi"
"obis",-82.8967833,24.6822667,4.9,"Halichoeres poeyi"
"obis",-82.8611333,24.6680333,10.2,"Halichoeres poeyi"
"obis",-83.0646,24.6059833,14.8,"Halichoeres poeyi"
"obis",-80.22969,25.22941,2.7,"Halichoeres poeyi"
"obis",-81.6965333,24.48705,8.1,"Halichoeres poeyi"
"obis",-81.58122,24.52352,3.4,"Halichoeres poeyi"
"obis",-80.59211,24.88006,5.9,"Halichoeres poeyi"
"obis",-80.6249999,24.8442001,7.6,"Halichoeres poeyi"
"obis",-80.2911499,25.15735,3.1,"Halichoeres poeyi"
"obis",-80.233267,25.23405,2.3,"Halichoeres poeyi"
"obis",-80.13494,25.52884,6.3,"Halichoeres poeyi"
"obis",-80.38607,25.03574,3.8,"Halichoeres poeyi"
"obis",-80.13089,25.40721,4.9,"Halichoeres poeyi"
"obis",-82.91853,24.57858,11,"Halichoeres poeyi"
"obis",-82.77555,24.68923,4.9,"Halichoeres poeyi"
"obis",-80.1002832,25.6090167,6.6,"Halichoeres poeyi"
"obis",-82.79286,24.71294,13,"Halichoeres poeyi"
"obis",-80.755217,24.76645,5.8,"Halichoeres poeyi"
"obis",-80.5595333,24.8890834,14.3,"Halichoeres poeyi"
"obis",-80.503467,24.94635,4.9,"Halichoeres poeyi"
"obis",-80.9678,24.68505,4.9,"Halichoeres poeyi"
"obis",-81.7587833,24.4738,9.9,"Halichoeres poeyi"
"obis",-82.97585,24.5881667,14,"Halichoeres poeyi"
"obis",-80.2852167,25.1218667,7.8,"Halichoeres poeyi"
"obis",-80.38604,25.03553,4.1,"Halichoeres poeyi"
"obis",-80.9003833,24.7037167,6.6,"Halichoeres poeyi"
"obis",-81.87435,24.4599667,6.3,"Halichoeres poeyi"
"obis",-80.33675,25.0682833,4.1,"Halichoeres poeyi"
"obis",-81.07075,24.66586,4.9,"Halichoeres poeyi"
"obis",-81.5530167,24.51135,5,"Halichoeres poeyi"
"obis",-82.8957,24.62895,5.3,"Halichoeres poeyi"
"obis",-81.13655,24.6209833,8.7,"Halichoeres poeyi"
"obis",-80.6537666,24.8296334,9.1,"Halichoeres poeyi"
"obis",-80.3790832,25.0120667,2.9,"Halichoeres poeyi"
"obis",-81.6540499,24.4909834,21.3,"Halichoeres poeyi"
"obis",-80.128078,25.425555,2,"Halichoeres poeyi"
"obis",-80.2384499,25.1959,3.3,"Halichoeres poeyi"
"obis",-81.8808,24.4549,5,"Halichoeres poeyi"
"obis",-83.0797833,24.6473833,15.7,"Halichoeres poeyi"
"obis",-80.1133706,25.4896607,4.6,"Halichoeres poeyi"
"obis",-80.8921167,24.70915,6.1,"Halichoeres poeyi"
"obis",-80.97378,24.68342,5.5,"Halichoeres poeyi"
"obis",-80.3365,25.06283,6.1,"Halichoeres poeyi"
"obis",-80.36127,25.05737,3.2,"Halichoeres poeyi"
"obis",-81.52442,24.52378,7,"Halichoeres poeyi"
"obis",-80.2253,25.205417,4.3,"Halichoeres poeyi"
"obis",-81.6609,24.4965833,6.1,"Halichoeres poeyi"
"obis",-81.54945,24.5154833,9.5,"Halichoeres poeyi"
"obis",-80.1988999,25.2947333,9.8,"Halichoeres poeyi"
"obis",-80.63235,24.8421667,7.3,"Halichoeres poeyi"
"obis",-80.9732333,24.6831667,5.2,"Halichoeres poeyi"
"obis",-80.18739,25.33004,2.6,"Halichoeres poeyi"
"obis",-81.15575,24.6175333,8.5,"Halichoeres poeyi"
"obis",-80.158,25.3507167,9,"Halichoeres poeyi"
"obis",-82.81125,24.7120167,5.3,"Halichoeres poeyi"
"obis",-80.9523333,24.6920667,5.9,"Halichoeres poeyi"
"obis",-81.07995,24.6364,5.8,"Halichoeres poeyi"
"obis",-81.6569332,24.4942334,4.3,"Halichoeres poeyi"
"obis",-80.1450167,25.3686667,5,"Halichoeres poeyi"
"obis",-82.8708667,24.5971833,7.3,"Halichoeres poeyi"
"obis",-80.4312166,24.9924834,4.3,"Halichoeres poeyi"
"obis",-80.1400103,25.3729219,4.4,"Halichoeres poeyi"
"obis",-82.8605,24.63565,6.3,"Halichoeres poeyi"
"obis",-80.3347499,25.0564667,7,"Halichoeres poeyi"
"obis",-80.2650333,25.1417833,4.6,"Halichoeres poeyi"
"obis",-83.0383,24.65288,17.1,"Halichoeres poeyi"
"obis",-80.50325,24.9264667,1.8,"Halichoeres poeyi"
"obis",-80.3068667,25.1055667,5.3,"Halichoeres poeyi"
"obis",-80.7521,24.76685,7.2,"Halichoeres poeyi"
"obis",-80.2141667,25.2505667,5.9,"Halichoeres poeyi"
"obis",-81.69735,24.55275,2.6,"Halichoeres poeyi"
"obis",-80.09226,25.64875,11.8,"Halichoeres poeyi"
"obis",-81.56215,24.512,9.3,"Halichoeres poeyi"
"obis",-80.2188833,25.2253,6.9,"Halichoeres poeyi"
"obis",-80.2165167,25.2369667,5,"Halichoeres poeyi"
"obis",-81.7528833,24.4849333,8.2,"Halichoeres poeyi"
"obis",-80.53027,24.91095,5.2,"Halichoeres poeyi"
"obis",-80.20375,25.24215,7.2,"Halichoeres poeyi"
"obis",-80.47948,24.94394,3.7,"Halichoeres poeyi"
"obis",-81.5109833,24.5229833,9.8,"Halichoeres poeyi"
"obis",-81.0706,24.66595,4.4,"Halichoeres poeyi"
"obis",-82.899967,24.638883,6.9,"Halichoeres poeyi"
"obis",-80.19015,25.26696,10.4,"Halichoeres poeyi"
"obis",-80.0999832,25.60365,7,"Halichoeres poeyi"
"obis",-80.4610332,24.9958501,4.9,"Halichoeres poeyi"
"obis",-81.5215666,24.5224833,5.6,"Halichoeres poeyi"
"obis",-80.16349,25.39788,3,"Halichoeres poeyi"
"obis",-80.3351499,25.0567667,6.6,"Halichoeres poeyi"
"obis",-80.5380833,24.9212,4.7,"Halichoeres poeyi"
"obis",-81.72235,24.48305,6.4,"Halichoeres poeyi"
"obis",-80.5770833,24.8761167,7.3,"Halichoeres poeyi"
"obis",-81.883767,24.458317,6.1,"Halichoeres poeyi"
"obis",-80.9477,24.6941167,4.1,"Halichoeres poeyi"
"obis",-81.4446667,24.55075,7.2,"Halichoeres poeyi"
"obis",-81.4475,24.54835,6.6,"Halichoeres poeyi"
"obis",-82.83992,24.63057,9.5,"Halichoeres poeyi"
"obis",-80.2386333,25.2154167,3,"Halichoeres poeyi"
"obis",-81.4084167,24.5533333,3.4,"Halichoeres poeyi"
"obis",-80.62201,24.85002,2.9,"Halichoeres poeyi"
"obis",-81.015,24.65883,5.9,"Halichoeres poeyi"
"obis",-80.1603833,25.3729833,2.6,"Halichoeres poeyi"
"obis",-81.7063999,24.4963,6.4,"Halichoeres poeyi"
"obis",-80.41721,24.99064,3.2,"Halichoeres poeyi"
"obis",-80.62243,24.84967,3,"Halichoeres poeyi"
"obis",-80.5765167,24.89165,4.9,"Halichoeres poeyi"
"obis",-80.2128333,25.2067,13.9,"Halichoeres poeyi"
"obis",-82.779867,24.691533,6.9,"Halichoeres poeyi"
"obis",-82.828317,24.629883,6.5,"Halichoeres poeyi"
"obis",-81.0131,24.6595833,6.4,"Halichoeres poeyi"
"obis",-82.87302,24.59555,6.1,"Halichoeres poeyi"
"obis",-81.0188833,24.6602667,5.8,"Halichoeres poeyi"
"obis",-80.2625332,25.1865167,2.9,"Halichoeres poeyi"
"obis",-80.39365,25.0250333,4.7,"Halichoeres poeyi"
"obis",-80.75535,24.7662333,6.6,"Halichoeres poeyi"
"obis",-81.14227,24.65102,7.6,"Halichoeres poeyi"
"obis",-80.3771667,25.0378333,3.7,"Halichoeres poeyi"
"obis",-80.94575,24.6777,10.7,"Halichoeres poeyi"
"obis",-80.2746167,25.1775,3.2,"Halichoeres poeyi"
"obis",-80.57705,24.8906833,4,"Halichoeres poeyi"
"obis",-81.57629,24.52474,4.7,"Halichoeres poeyi"
"obis",-80.1177166,25.49985,9.5,"Halichoeres poeyi"
"obis",-81.8058167,24.4666333,21.8,"Halichoeres poeyi"
"obis",-80.2307499,25.2053667,5.5,"Halichoeres poeyi"
"obis",-80.19444,25.26533,9.9,"Halichoeres poeyi"
"obis",-80.2216,25.224483,4.6,"Halichoeres poeyi"
"obis",-81.2426999,24.6035833,9.3,"Halichoeres poeyi"
"obis",-82.951767,24.620933,5.9,"Halichoeres poeyi"
"obis",-80.22532,25.2055,3.7,"Halichoeres poeyi"
"obis",-81.6205,24.5398333,4.7,"Halichoeres poeyi"
"obis",-80.4344333,24.9897667,6.9,"Halichoeres poeyi"
"obis",-82.90555,24.63633,4.3,"Halichoeres poeyi"
"obis",-81.0530666,24.6480167,7.5,"Halichoeres poeyi"
"obis",-67.945,10.486,6.5,"Halichoeres poeyi"
"obis",-81.5530167,24.5114333,4.7,"Halichoeres poeyi"
"obis",-81.70963,24.48652,3.7,"Halichoeres poeyi"
"obis",-81.7188333,24.47905,9.5,"Halichoeres poeyi"
"obis",-81.63465,24.50125,6.6,"Halichoeres poeyi"
"obis",-81.81458,24.46979,9.1,"Halichoeres poeyi"
"obis",-83.04575,24.66855,19.2,"Halichoeres poeyi"
"obis",-80.2779166,25.1266167,11.1,"Halichoeres poeyi"
"obis",-81.9568333,24.4774167,7.6,"Halichoeres poeyi"
"obis",-80.34115,25.07165,4.9,"Halichoeres poeyi"
"obis",-81.98939,24.46544,7.3,"Halichoeres poeyi"
"obis",-80.9732333,24.6831667,4.7,"Halichoeres poeyi"
"obis",-80.2597167,25.1497833,6.1,"Halichoeres poeyi"
"obis",-81.3796,24.5572,5.7,"Halichoeres poeyi"
"obis",-83.0762667,24.61665,14.8,"Halichoeres poeyi"
"obis",-81.5498,24.51835,6.7,"Halichoeres poeyi"
"obis",-82.80014,24.63752,6.7,"Halichoeres poeyi"
"obis",-82.83606,24.6387,7.9,"Halichoeres poeyi"
"obis",-80.33275,25.05925,6.1,"Halichoeres poeyi"
"obis",-80.9086,24.7001167,8.2,"Halichoeres poeyi"
"obis",-81.1609167,24.6127667,9.3,"Halichoeres poeyi"
"obis",-80.7494,24.76725,8.4,"Halichoeres poeyi"
"obis",-80.1204332,25.4663334,10.2,"Halichoeres poeyi"
"obis",-80.3947833,25.0237667,4.4,"Halichoeres poeyi"
"obis",-80.8849667,24.709,7.2,"Halichoeres poeyi"
"obis",-80.1206667,25.4595667,7.3,"Halichoeres poeyi"
"obis",-80.143459,25.371292,3.7,"Halichoeres poeyi"
"obis",-82.94108,24.65177,11.9,"Halichoeres poeyi"
"obis",-80.2288667,25.2284833,3.8,"Halichoeres poeyi"
"obis",-80.52329,24.91053,6.4,"Halichoeres poeyi"
"obis",-80.22032,25.223,6.4,"Halichoeres poeyi"
"obis",-82.8106,24.6345,6.7,"Halichoeres poeyi"
"obis",-82.77835,24.7006667,8.8,"Halichoeres poeyi"
"obis",-80.2829667,25.1225,11,"Halichoeres poeyi"
"obis",-80.261567,25.145433,5.3,"Halichoeres poeyi"
"obis",-82.9191167,24.5880667,9.9,"Halichoeres poeyi"
"obis",-80.20365,25.2422333,6.7,"Halichoeres poeyi"
"obis",-80.6229666,24.8484334,2.9,"Halichoeres poeyi"
"obis",-81.7306167,24.4791667,7,"Halichoeres poeyi"
"obis",-82.9031,24.584,10.1,"Halichoeres poeyi"
"obis",-81.43308,24.5534,6.9,"Halichoeres poeyi"
"obis",-80.35088,25.05215,4,"Halichoeres poeyi"
"obis",-81.4758333,24.5367667,10.1,"Halichoeres poeyi"
"obis",-80.5886999,24.8741667,7,"Halichoeres poeyi"
"obis",-80.1422332,25.4526333,8.2,"Halichoeres poeyi"
"obis",-81.4733333,24.53505,7.6,"Halichoeres poeyi"
"obis",-80.39431,25.04076,2.4,"Halichoeres poeyi"
"obis",-81.7006333,24.4828667,5.5,"Halichoeres poeyi"
"obis",-81.57445,24.524267,5.5,"Halichoeres poeyi"
"obis",-80.3433166,25.0483667,3,"Halichoeres poeyi"
"obis",-80.18777,25.33008,3,"Halichoeres poeyi"
"obis",-81.88315,24.4579833,5.6,"Halichoeres poeyi"
"obis",-80.75685,24.7628,10.4,"Halichoeres poeyi"
"obis",-81.4990333,24.5615,6.1,"Halichoeres poeyi"
"obis",-80.4884499,24.9383167,7.3,"Halichoeres poeyi"
"obis",-80.2609167,25.1459333,2.9,"Halichoeres poeyi"
"obis",-80.3328333,25.0596333,5.8,"Halichoeres poeyi"
"obis",-82.951967,24.621017,5.9,"Halichoeres poeyi"
"obis",-80.1323832,25.4093167,5,"Halichoeres poeyi"
"obis",-81.6512,24.4999333,6.4,"Halichoeres poeyi"
"obis",-82.90202,24.59658,4.6,"Halichoeres poeyi"
"obis",-82.7851667,24.6598333,9.3,"Halichoeres poeyi"
"obis",-80.68415,24.8183333,5.3,"Halichoeres poeyi"
"obis",-81.1131,24.63103,4.6,"Halichoeres poeyi"
"obis",-80.16675,25.36238,3.7,"Halichoeres poeyi"
"obis",-81.40625,24.5509,2.4,"Halichoeres poeyi"
"obis",-82.89062,24.58787,8.8,"Halichoeres poeyi"
"obis",-80.4957499,24.9387167,6.4,"Halichoeres poeyi"
"obis",-80.2261833,25.1995167,4.6,"Halichoeres poeyi"
"obis",-80.4342499,24.9833167,7.2,"Halichoeres poeyi"
"obis",-80.50365,24.92595,3.4,"Halichoeres poeyi"
"obis",-80.33594,25.06924,4.5,"Halichoeres poeyi"
"obis",-80.30159,25.10075,8.8,"Halichoeres poeyi"
"obis",-80.96547,24.68542,3.5,"Halichoeres poeyi"
"obis",-81.4450667,24.551,6.4,"Halichoeres poeyi"
"obis",-81.1683499,24.6107834,10.4,"Halichoeres poeyi"
"obis",-80.9627,24.6863,3.9,"Halichoeres poeyi"
"obis",-80.41005,24.99135,9.1,"Halichoeres poeyi"
"obis",-80.2296499,25.20595,6.4,"Halichoeres poeyi"
"obis",-80.37681,25.00889,6.4,"Halichoeres poeyi"
"obis",-80.5354,24.918167,4.3,"Halichoeres poeyi"
"obis",-81.6253833,24.504,5.3,"Halichoeres poeyi"
"obis",-81.0112333,24.66345,4.6,"Halichoeres poeyi"
"obis",-81.52082,24.52771,3.8,"Halichoeres poeyi"
"obis",-80.94205,24.69622,3.8,"Halichoeres poeyi"
"obis",-81.4435,24.5489667,7.5,"Halichoeres poeyi"
"obis",-81.9430999,24.4539,9.8,"Halichoeres poeyi"
"obis",-81.84195,24.48213,5.6,"Halichoeres poeyi"
"obis",-81.05258,24.69633,1.7,"Halichoeres poeyi"
"obis",-80.2105333,25.2304333,6.1,"Halichoeres poeyi"
"obis",-80.18881,25.36142,2.8,"Halichoeres poeyi"
"obis",-80.14657,25.44877,4,"Halichoeres poeyi"
"obis",-80.1512,25.37071,7.3,"Halichoeres poeyi"
"obis",-80.93216,24.69762,4.3,"Halichoeres poeyi"
"obis",-81.39189,24.61489,3,"Halichoeres poeyi"
"obis",-80.486217,24.945717,4.9,"Halichoeres poeyi"
"obis",-80.9567833,24.69785,5.3,"Halichoeres poeyi"
"obis",-80.2285833,25.1979833,4.3,"Halichoeres poeyi"
"obis",-80.7506499,24.7664834,8.2,"Halichoeres poeyi"
"obis",-83.04868,24.65465,16.7,"Halichoeres poeyi"
"obis",-80.1679981,25.3850675,2.3,"Halichoeres poeyi"
"obis",-82.96884,24.59606,14.8,"Halichoeres poeyi"
"obis",-80.21498,25.22208,6,"Halichoeres poeyi"
"obis",-80.3262499,25.0715,5.8,"Halichoeres poeyi"
"obis",-80.2584499,25.1488833,7.5,"Halichoeres poeyi"
"obis",-80.12665,25.48455,7.3,"Halichoeres poeyi"
"obis",-81.1120499,24.6285167,2.4,"Halichoeres poeyi"
"obis",-80.3608,25.05053,4.1,"Halichoeres poeyi"
"obis",-80.6868,24.8091,7.3,"Halichoeres poeyi"
"obis",-80.9615833,24.6867167,5.3,"Halichoeres poeyi"
"obis",-82.7890833,24.6959667,4.7,"Halichoeres poeyi"
"obis",-81.9348,24.4473833,8.4,"Halichoeres poeyi"
"obis",-79.8398591666666,15.8334283,9.6,"Halichoeres poeyi"
"obis",-82.7914667,24.7130667,12.3,"Halichoeres poeyi"
"obis",-80.2965167,25.1236333,4.1,"Halichoeres poeyi"
"obis",-82.8009167,24.6310833,11.3,"Halichoeres poeyi"
"obis",-80.3640667,25.0326833,8.7,"Halichoeres poeyi"
"obis",-80.33607,25.06271,6,"Halichoeres poeyi"
"obis",-80.26912,25.15478,5.2,"Halichoeres poeyi"
"obis",-80.96741,24.6855,3.7,"Halichoeres poeyi"
"obis",-81.7395833,24.4781833,9.1,"Halichoeres poeyi"
"obis",-81.84506,24.46222,1.7,"Halichoeres poeyi"
"obis",-80.4561,24.95228,15.2,"Halichoeres poeyi"
"obis",-80.3042667,25.1009333,8.4,"Halichoeres poeyi"
"obis",-80.09837,25.59115,5.1,"Halichoeres poeyi"
"obis",-80.13344,25.40367,3.7,"Halichoeres poeyi"
"obis",-81.6763,24.4881167,6.4,"Halichoeres poeyi"
"obis",-81.7256666,24.4802167,7.5,"Halichoeres poeyi"
"obis",-80.41755,25.0109333,4.7,"Halichoeres poeyi"
"obis",-83.05878,24.61071,14.8,"Halichoeres poeyi"
"obis",-81.2980832,24.5694834,17.2,"Halichoeres poeyi"
"obis",-81.4950999,24.541,9,"Halichoeres poeyi"
"obis",-80.85151,24.7114,15.7,"Halichoeres poeyi"
"obis",-80.3766167,25.0108667,2.1,"Halichoeres poeyi"
"obis",-81.581,24.52371,3.7,"Halichoeres poeyi"
"obis",-83.0365,24.6375167,17.1,"Halichoeres poeyi"
"obis",-80.5405833,24.9053167,7.3,"Halichoeres poeyi"
"obis",-80.21297,25.22546,4.3,"Halichoeres poeyi"
"obis",-81.6482667,24.4976833,4,"Halichoeres poeyi"
"obis",-81.405633,24.551283,2.9,"Halichoeres poeyi"
"obis",-80.1275332,25.4693167,3.5,"Halichoeres poeyi"
"obis",-81.5223,24.5235,4.9,"Halichoeres poeyi"
"obis",-80.9644167,24.6851667,5.2,"Halichoeres poeyi"
"obis",-81.5629167,24.5463667,7,"Halichoeres poeyi"
"obis",-80.3923,25.0270333,4.4,"Halichoeres poeyi"
"obis",-81.0212708,24.6575661,7.2,"Halichoeres poeyi"
"obis",-80.1549332,25.35475,7.6,"Halichoeres poeyi"
"obis",-82.925983,24.636617,5.6,"Halichoeres poeyi"
"obis",-80.5542333,24.8929833,11.1,"Halichoeres poeyi"
"obis",-80.5596333,24.8884167,10.4,"Halichoeres poeyi"
"obis",-81.7160666,24.4829834,2.1,"Halichoeres poeyi"
"obis",-80.136635,25.4125981,6.4,"Halichoeres poeyi"
"obis",-80.4162167,24.9907667,3.4,"Halichoeres poeyi"
"obis",-82.798783,24.727683,17.1,"Halichoeres poeyi"
"obis",-80.1455,25.44008,2.7,"Halichoeres poeyi"
"obis",-80.3551,25.0289,8.5,"Halichoeres poeyi"
"obis",-80.2987667,25.1257833,7.5,"Halichoeres poeyi"
"obis",-81.5847333,24.5220833,6.4,"Halichoeres poeyi"
"obis",-80.230833,25.227467,3.1,"Halichoeres poeyi"
"obis",-81.56665,24.5159667,8.4,"Halichoeres poeyi"
"obis",-81.9541,24.47585,5.8,"Halichoeres poeyi"
"obis",-80.7544,24.76604,4.5,"Halichoeres poeyi"
"obis",-80.6269499,24.8449334,7.6,"Halichoeres poeyi"
"obis",-80.2073167,25.2360667,9.6,"Halichoeres poeyi"
"obis",-80.50245,24.93665,5,"Halichoeres poeyi"
"obis",-80.388917,25.0314,3.8,"Halichoeres poeyi"
"obis",-80.3317999,25.08255,4.4,"Halichoeres poeyi"
"obis",-81.0374667,24.6968667,4.6,"Halichoeres poeyi"
"obis",-80.299,25.1256167,7.2,"Halichoeres poeyi"
"obis",-80.22861,25.21575,1.8,"Halichoeres poeyi"
"obis",-82.9184,24.57854,10.9,"Halichoeres poeyi"
"obis",-80.4233499,24.9986001,5.2,"Halichoeres poeyi"
"obis",-81.32717,24.57017,6.6,"Halichoeres poeyi"
"obis",-80.13553,25.38763,2.9,"Halichoeres poeyi"
"obis",-80.75421,24.76604,5.2,"Halichoeres poeyi"
"obis",-80.3431166,25.0404833,7.8,"Halichoeres poeyi"
"obis",-80.3798167,25.0423,2.1,"Halichoeres poeyi"
"obis",-82.9177333,24.6537833,5.5,"Halichoeres poeyi"
"obis",-80.48968,24.93909,6.4,"Halichoeres poeyi"
"obis",-81.4855166,24.5423667,8.2,"Halichoeres poeyi"
"obis",-82.92435,24.6379833,6.1,"Halichoeres poeyi"
"obis",-81.7265,24.4903833,9.1,"Halichoeres poeyi"
"obis",-80.4662166,24.9495501,5.2,"Halichoeres poeyi"
"obis",-82.9168167,24.6596333,5.2,"Halichoeres poeyi"
"obis",-83.05288,24.61837,13.3,"Halichoeres poeyi"
"obis",-83.073783,24.650117,16.1,"Halichoeres poeyi"
"obis",-80.75655,24.76326,8.4,"Halichoeres poeyi"
"obis",-80.5653333,24.9030001,7.2,"Halichoeres poeyi"
"obis",-80.29383,25.12412,9.1,"Halichoeres poeyi"
"obis",-80.2583167,25.2208667,2.3,"Halichoeres poeyi"
"obis",-80.33448,25.06093,4.9,"Halichoeres poeyi"
"obis",-83.06324,24.66742,18.2,"Halichoeres poeyi"
"obis",-80.9478666,24.6915834,3.8,"Halichoeres poeyi"
